id,label
1.0,1.0
2.0,1.0
3.0,1.0
4.0,0.99997425
5.0,1.3000098e-09
6.0,3.8010307e-06
7.0,1.5532864e-12
8.0,1.1506754e-07
9.0,9.762798e-09
10.0,3.5608402e-10
11.0,1.7978334e-06
12.0,1.0
13.0,5.3821753e-11
14.0,1.5335e-05
15.0,6.8654816e-07
16.0,9.601597e-07
17.0,0.9997919
18.0,1.0
19.0,3.823563e-09
20.0,5.373174e-12
21.0,1.0
22.0,8.620984e-10
23.0,1.0
24.0,1.0
25.0,2.284328e-09
26.0,1.0
27.0,0.9999998
28.0,1.3997871e-10
29.0,0.20895597
30.0,1.0
31.0,1.0
32.0,0.51331043
33.0,1.0
34.0,1.5559884e-10
35.0,3.7438733e-12
36.0,6.799551e-16
37.0,8.660068e-09
38.0,1.236128e-09
39.0,1.0
40.0,4.3352026e-07
41.0,1.0
42.0,1.0
43.0,1.0
44.0,0.9999999
45.0,1.2358278e-08
46.0,1.0
47.0,2.7762715e-16
48.0,1.0
49.0,1.0
50.0,0.003689158
51.0,3.4709665e-06
52.0,1.6937528e-12
53.0,6.267299e-11
54.0,1.0071706e-08
55.0,5.6611754e-07
56.0,1.0
57.0,1.0
58.0,2.1261584e-08
59.0,0.9999999
60.0,6.3006866e-09
61.0,4.87355e-10
62.0,0.9999979
63.0,1.2768948e-08
64.0,1.4963422e-06
65.0,0.9999998
66.0,1.0
67.0,0.99997634
68.0,1.2445595e-11
69.0,1.0
70.0,1.0
71.0,1.0
72.0,1.0
73.0,1.0
74.0,0.999998
75.0,3.8949235e-09
76.0,1.0
77.0,1.0
78.0,1.0
79.0,1.0
80.0,1.1643734e-06
81.0,3.6227186e-06
82.0,3.86966e-08
83.0,1.0
84.0,2.3821802e-05
85.0,1.0
86.0,0.99999636
87.0,1.0
88.0,1.0
89.0,2.1313017e-08
90.0,2.6030772e-08
91.0,1.1896608e-06
92.0,5.8608386e-08
93.0,7.341101e-11
94.0,1.0
95.0,1.0
96.0,2.906913e-11
97.0,1.0
98.0,0.9999998
99.0,1.8568831e-07
100.0,1.8047341e-13
101.0,2.0137377e-12
102.0,1.0
103.0,4.7096376e-12
104.0,4.2706035e-13
105.0,1.0
106.0,1.0
107.0,2.831955e-11
108.0,2.0392501e-06
109.0,0.9999998
110.0,1.0
111.0,1.0
112.0,1.0
113.0,1.0
114.0,5.93572e-07
115.0,5.5136326e-05
116.0,5.3961413e-09
117.0,1.5364069e-05
118.0,1.0
119.0,1.0
120.0,2.6677576e-09
121.0,1.6716073e-10
122.0,2.4209172e-08
123.0,6.451091e-09
124.0,5.1506532e-08
125.0,8.472298e-07
126.0,0.9915949
127.0,1.0
128.0,1.3822876e-07
129.0,1.4959179e-08
130.0,0.99994123
131.0,1.0
132.0,0.9999995
133.0,4.0847858e-10
134.0,3.040551e-06
135.0,7.0912995e-07
136.0,7.553338e-08
137.0,1.0
138.0,0.9987626
139.0,9.52633e-14
140.0,5.2092594e-07
141.0,3.5788554e-07
142.0,0.9999998
143.0,1.0
144.0,2.9980688e-06
145.0,4.4914555e-06
146.0,1.0
147.0,0.9999979
148.0,0.00025208498
149.0,1.5518588e-11
150.0,3.4182027e-15
151.0,0.99999964
152.0,7.4356005e-13
153.0,6.2738628e-09
154.0,4.7616516e-10
155.0,1.0
156.0,1.4346191e-06
157.0,1.421591e-07
158.0,1.0
159.0,1.0
160.0,1.0
161.0,2.7551189e-11
162.0,5.992492e-11
163.0,1.7648604e-08
164.0,1.0
165.0,4.9390415e-11
166.0,7.778464e-06
167.0,1.0
168.0,8.967872e-10
169.0,8.449044e-14
170.0,2.1525352e-10
171.0,5.814421e-12
172.0,1.0
173.0,0.9836298
174.0,4.0322328e-07
175.0,1.0
176.0,1.0
177.0,1.0
178.0,1.0
179.0,0.9999995
180.0,4.0671022e-11
181.0,1.0
182.0,1.0
183.0,2.4255462e-08
184.0,4.525047e-09
185.0,0.0074192933
186.0,1.7855015e-08
187.0,2.4140747e-09
188.0,3.0404402e-07
189.0,7.02352e-05
190.0,1.0
191.0,8.834496e-10
192.0,1.129156e-10
193.0,9.336937e-10
194.0,3.6200508e-06
195.0,0.9999999
196.0,1.0
197.0,1.0
198.0,6.004003e-10
199.0,0.9999998
200.0,0.8422023
201.0,1.0
202.0,2.4277341e-08
203.0,1.0
204.0,1.0
205.0,4.279379e-09
206.0,3.9009777e-08
207.0,1.0
208.0,9.614272e-07
209.0,7.995802e-13
210.0,6.0480843e-09
211.0,1.0
212.0,1.0
213.0,1.0736505e-05
214.0,1.0
215.0,1.0
216.0,1.0
217.0,1.0
218.0,4.600214e-08
219.0,0.9999998
220.0,1.0
221.0,5.101148e-10
222.0,1.0
223.0,1.0
224.0,2.6367452e-15
225.0,1.0
226.0,0.9999999
227.0,0.99999774
228.0,5.8784244e-06
229.0,1.0
230.0,3.3409747e-06
231.0,1.0
232.0,0.0016753929
233.0,2.2497563e-08
234.0,9.810575e-08
235.0,1.0
236.0,0.9998456
237.0,1.476541e-10
238.0,0.99999076
239.0,1.586928e-08
240.0,0.9999998
241.0,1.0
242.0,1.0
243.0,2.407317e-14
244.0,1.0
245.0,1.0
246.0,1.313185e-07
247.0,1.0
248.0,2.0326316e-09
249.0,1.8285555e-05
250.0,1.0
