id,label
1,0.994
2,0.994
3,0.994
4,0.994
5,0.003
6,0.003
7,0.003
8,0.003
9,0.003
10,0.003
11,0.003
12,0.994
13,0.003
14,0.003
15,0.003
16,0.003
17,0.994
18,0.994
19,0.003
20,0.003
21,0.994
22,0.003
23,0.994
24,0.994
25,0.003
26,0.994
27,0.994
28,0.003
29,0.06851408630609512
30,0.994
31,0.994
32,0.005981174297630787
33,0.994
34,0.003
35,0.003
36,0.003
37,0.003
38,0.003
39,0.994
40,0.003
41,0.994
42,0.994
43,0.994
44,0.994
45,0.003
46,0.994
47,0.003
48,0.994
49,0.994
50,0.003
51,0.003
52,0.003
53,0.003
54,0.003
55,0.003
56,0.994
57,0.994
58,0.003
59,0.994
60,0.003
61,0.003
62,0.994
63,0.003
64,0.003
65,0.994
66,0.994
67,0.994
68,0.003
69,0.994
70,0.994
71,0.994
72,0.994
73,0.994
74,0.994
75,0.003
76,0.994
77,0.994
78,0.994
79,0.994
80,0.003
81,0.003
82,0.003
83,0.994
84,0.003
85,0.994
86,0.994
87,0.994
88,0.994
89,0.003
90,0.003
91,0.003
92,0.003
93,0.003
94,0.994
95,0.994
96,0.003
97,0.994
98,0.994
99,0.003
100,0.003
101,0.003
102,0.994
103,0.003
104,0.003
105,0.994
106,0.994
107,0.003
108,0.003
109,0.994
110,0.994
111,0.994
112,0.994
113,0.994
114,0.003
115,0.003
116,0.003
117,0.003
118,0.994
119,0.994
120,0.003
121,0.003
122,0.003
123,0.003
124,0.003
125,0.003
126,0.994
127,0.994
128,0.003
129,0.003
130,0.994
131,0.994
132,0.994
133,0.003
134,0.003
135,0.003
136,0.003
137,0.994
138,0.8763343691825867
139,0.003
140,0.003
141,0.003
142,0.994
143,0.994
144,0.003
145,0.003
146,0.994
147,0.994
148,0.003
149,0.003
150,0.003
151,0.994
152,0.003
153,0.003
154,0.003
155,0.994
156,0.003
157,0.003
158,0.994
159,0.994
160,0.994
161,0.003
162,0.003
163,0.003
164,0.994
165,0.003
166,0.003
167,0.994
168,0.003
169,0.003
170,0.003
171,0.003
172,0.994
173,0.994
174,0.003
175,0.994
176,0.994
177,0.994
178,0.994
179,0.994
180,0.003
181,0.994
182,0.994
183,0.003
184,0.003
185,0.003
186,0.003
187,0.003
188,0.003
189,0.003
190,0.994
191,0.003
192,0.003
193,0.003
194,0.003
195,0.994
196,0.994
197,0.994
198,0.003
199,0.994
200,0.9773269295692444
201,0.994
202,0.003
203,0.994
204,0.994
205,0.003
206,0.003
207,0.994
208,0.003
209,0.003
210,0.003
211,0.994
212,0.994
213,0.003
214,0.994
215,0.994
216,0.994
217,0.994
218,0.003
219,0.994
220,0.994
221,0.003
222,0.994
223,0.994
224,0.003
225,0.994
226,0.994
227,0.994
228,0.003
229,0.994
230,0.003
231,0.994
232,0.008999757468700409
233,0.003
234,0.003
235,0.994
236,0.994
237,0.003
238,0.994
239,0.003
240,0.994
241,0.994
242,0.994
243,0.003
244,0.994
245,0.994
246,0.003
247,0.994
248,0.003
249,0.003
250,0.994
251,0.994
252,0.003
253,0.994
254,0.003
255,0.003
256,0.003
257,0.994
258,0.994
259,0.003
260,0.003
261,0.003
262,0.994
263,0.003
264,0.003
265,0.994
266,0.003
267,0.003
268,0.003
269,0.994
270,0.994
271,0.994
272,0.003
273,0.994
274,0.003
275,0.003
276,0.994
277,0.994
278,0.003
279,0.003
280,0.994
281,0.994
282,0.994
283,0.003
284,0.994
285,0.003
286,0.994
287,0.003
288,0.003
289,0.994
290,0.003
291,0.003
292,0.994
293,0.994
294,0.003
295,0.003
296,0.994
297,0.994
298,0.994
299,0.994
300,0.003
301,0.003
302,0.003
303,0.003
304,0.003
305,0.003
306,0.994
307,0.994
308,0.003
309,0.003
310,0.003
311,0.003
312,0.003
313,0.003
314,0.003
315,0.994
316,0.003
317,0.994
318,0.003
319,0.994
320,0.003
321,0.003
322,0.994
323,0.003
324,0.003
325,0.994
326,0.994
327,0.994
328,0.994
329,0.003
330,0.003
331,0.994
332,0.994
333,0.994
334,0.003
335,0.003
336,0.003
337,0.994
338,0.003
339,0.003
340,0.003
341,0.003
342,0.003
343,0.003
344,0.003
345,0.003
346,0.994
347,0.003
348,0.994
349,0.003
350,0.994
351,0.003
352,0.994
353,0.994
354,0.994
355,0.994
356,0.994
357,0.003
358,0.994
359,0.003
360,0.003
361,0.994
362,0.003
363,0.994
364,0.003
365,0.994
366,0.994
367,0.994
368,0.994
369,0.994
370,0.994
371,0.994
372,0.003
373,0.994
374,0.003
375,0.994
376,0.003
377,0.994
378,0.003
379,0.994
380,0.994
381,0.994
382,0.003
383,0.994
384,0.994
385,0.994
386,0.003
387,0.003
388,0.003
389,0.994
390,0.003
391,0.003
392,0.22305695712566376
393,0.003
394,0.994
395,0.994
396,0.003
397,0.994
398,0.003
399,0.994
400,0.994
401,0.994
402,0.003
403,0.994
404,0.003
405,0.994
406,0.994
407,0.003
408,0.003
409,0.003
410,0.003
411,0.994
412,0.994
413,0.994
414,0.003
415,0.994
416,0.003
417,0.994
418,0.994
419,0.994
420,0.994
421,0.994
422,0.994
423,0.994
424,0.994
425,0.994
426,0.003
427,0.994
428,0.003
429,0.994
430,0.994
431,0.994
432,0.003
433,0.994
434,0.6132435798645021
435,0.994
436,0.003
437,0.003
438,0.994
439,0.994
440,0.994
441,0.003
442,0.003
443,0.994
444,0.003
445,0.003
446,0.994
447,0.003
448,0.003
449,0.003
450,0.994
451,0.003
452,0.994
453,0.994
454,0.003
455,0.003
456,0.003
457,0.994
458,0.003
459,0.994
460,0.994
461,0.003
462,0.003
463,0.994
464,0.003
465,0.003
466,0.994
467,0.994
468,0.003
469,0.994
470,0.994
471,0.003
472,0.994
473,0.994
474,0.994
475,0.994
476,0.003
477,0.003
478,0.003
479,0.994
480,0.994
481,0.994
482,0.994
483,0.994
484,0.003
485,0.994
486,0.994
487,0.003
488,0.003
489,0.9460165500640868
490,0.994
491,0.994
492,0.003
493,0.003
494,0.003
495,0.994
496,0.994
497,0.003
498,0.994
499,0.994
500,0.003
501,0.994
502,0.003
503,0.994
504,0.003
505,0.003
506,0.003
507,0.994
508,0.994
509,0.994
510,0.994
511,0.994
512,0.003
513,0.994
514,0.003
515,0.994
516,0.994
517,0.994
518,0.994
519,0.003
520,0.003
521,0.994
522,0.003
523,0.994
524,0.003
525,0.003
526,0.003
527,0.9159011840820312
528,0.994
529,0.003
530,0.003
