id,label
1,0.994
2,0.994
3,0.994
4,0.994
5,0.006
6,0.006
7,0.006
8,0.006
9,0.006
10,0.006
11,0.006
12,0.994
13,0.006
14,0.006
15,0.006
16,0.006
17,0.994
18,0.994
19,0.006
20,0.006
21,0.994
22,0.006
23,0.994
24,0.994
25,0.006
26,0.994
27,0.994
28,0.006
29,0.06851408630609512
30,0.994
31,0.994
32,0.006
33,0.994
34,0.006
35,0.006
36,0.006
37,0.006
38,0.006
39,0.994
40,0.006
41,0.994
42,0.994
43,0.994
44,0.994
45,0.006
46,0.994
47,0.006
48,0.994
49,0.994
50,0.006
51,0.006
52,0.006
53,0.006
54,0.006
55,0.006
56,0.994
57,0.994
58,0.006
59,0.994
60,0.006
61,0.006
62,0.994
63,0.006
64,0.006
65,0.994
66,0.994
67,0.994
68,0.006
69,0.994
70,0.994
71,0.994
72,0.994
73,0.994
74,0.994
75,0.006
76,0.994
77,0.994
78,0.994
79,0.994
80,0.006
81,0.006
82,0.006
83,0.994
84,0.006
85,0.994
86,0.994
87,0.994
88,0.994
89,0.006
90,0.006
91,0.006
92,0.006
93,0.006
94,0.994
95,0.994
96,0.006
97,0.994
98,0.994
99,0.006
100,0.006
101,0.006
102,0.994
103,0.006
104,0.006
105,0.994
106,0.994
107,0.006
108,0.006
109,0.994
110,0.994
111,0.994
112,0.994
113,0.994
114,0.006
115,0.006
116,0.006
117,0.006
118,0.994
119,0.994
120,0.006
121,0.006
122,0.006
123,0.006
124,0.006
125,0.006
126,0.994
127,0.994
128,0.006
129,0.006
130,0.994
131,0.994
132,0.994
133,0.006
134,0.006
135,0.006
136,0.006
137,0.994
138,0.8763343691825867
139,0.006
140,0.006
141,0.006
142,0.994
143,0.994
144,0.006
145,0.006
146,0.994
147,0.994
148,0.006
149,0.006
150,0.006
151,0.994
152,0.006
153,0.006
154,0.006
155,0.994
156,0.006
157,0.006
158,0.994
159,0.994
160,0.994
161,0.006
162,0.006
163,0.006
164,0.994
165,0.006
166,0.006
167,0.994
168,0.006
169,0.006
170,0.006
171,0.006
172,0.994
173,0.994
174,0.006
175,0.994
176,0.994
177,0.994
178,0.994
179,0.994
180,0.006
181,0.994
182,0.994
183,0.006
184,0.006
185,0.006
186,0.006
187,0.006
188,0.006
189,0.006
190,0.994
191,0.006
192,0.006
193,0.006
194,0.006
195,0.994
196,0.994
197,0.994
198,0.006
199,0.994
200,0.9773269295692444
201,0.994
202,0.006
203,0.994
204,0.994
205,0.006
206,0.006
207,0.994
208,0.006
209,0.006
210,0.006
211,0.994
212,0.994
213,0.006
214,0.994
215,0.994
216,0.994
217,0.994
218,0.006
219,0.994
220,0.994
221,0.006
222,0.994
223,0.994
224,0.006
225,0.994
226,0.994
227,0.994
228,0.006
229,0.994
230,0.006
231,0.994
232,0.008999757468700409
233,0.006
234,0.006
235,0.994
236,0.994
237,0.006
238,0.994
239,0.006
240,0.994
241,0.994
242,0.994
243,0.006
244,0.994
245,0.994
246,0.006
247,0.994
248,0.006
249,0.006
250,0.994
251,0.994
252,0.006
253,0.994
254,0.006
255,0.006
256,0.006
257,0.994
258,0.994
259,0.006
260,0.006
261,0.006
262,0.994
263,0.006
264,0.006
265,0.994
266,0.006
267,0.006
268,0.006
269,0.994
270,0.994
271,0.994
272,0.006
273,0.994
274,0.006
275,0.006
276,0.994
277,0.994
278,0.006
279,0.006
280,0.994
281,0.994
282,0.994
283,0.006
284,0.994
285,0.006
286,0.994
287,0.006
288,0.006
289,0.994
290,0.006
291,0.006
292,0.994
293,0.994
294,0.006
295,0.006
296,0.994
297,0.994
298,0.994
299,0.994
300,0.006
301,0.006
302,0.006
303,0.006
304,0.006
305,0.006
306,0.994
307,0.994
308,0.006
309,0.006
310,0.006
311,0.006
312,0.006
313,0.006
314,0.006
315,0.994
316,0.006
317,0.994
318,0.006
319,0.994
320,0.006
321,0.006
322,0.994
323,0.006
324,0.006
325,0.994
326,0.994
327,0.994
328,0.994
329,0.006
330,0.006
331,0.994
332,0.994
333,0.994
334,0.006
335,0.006
336,0.006
337,0.994
338,0.006
339,0.006
340,0.006
341,0.006
342,0.006
343,0.006
344,0.006
345,0.006
346,0.994
347,0.006
348,0.994
349,0.006
350,0.994
351,0.006
352,0.994
353,0.994
354,0.994
355,0.994
356,0.994
357,0.006
358,0.994
359,0.006
360,0.006
361,0.994
362,0.006
363,0.994
364,0.006
365,0.994
366,0.994
367,0.994
368,0.994
369,0.994
370,0.994
371,0.994
372,0.006
373,0.994
374,0.006
375,0.994
376,0.006
377,0.994
378,0.006
379,0.994
380,0.994
381,0.994
382,0.006
383,0.994
384,0.994
385,0.994
386,0.006
387,0.006
388,0.006
389,0.994
390,0.006
391,0.006
392,0.22305695712566376
393,0.006
394,0.994
395,0.994
396,0.006
397,0.994
398,0.006
399,0.994
400,0.994
401,0.994
402,0.006
403,0.994
404,0.006
405,0.994
406,0.994
407,0.006
408,0.006
409,0.006
410,0.006
411,0.994
412,0.994
413,0.994
414,0.006
415,0.994
416,0.006
417,0.994
418,0.994
419,0.994
420,0.994
421,0.994
422,0.994
423,0.994
424,0.994
425,0.994
426,0.006
427,0.994
428,0.006
429,0.994
430,0.994
431,0.994
432,0.006
433,0.994
434,0.6132435798645021
435,0.994
436,0.006
437,0.006
438,0.994
439,0.994
440,0.994
441,0.006
442,0.006
443,0.994
444,0.006
445,0.006
446,0.994
447,0.006
448,0.006
449,0.006
450,0.994
451,0.006
452,0.994
453,0.994
454,0.006
455,0.006
456,0.006
457,0.994
458,0.006
459,0.994
460,0.994
461,0.006
462,0.006
463,0.994
464,0.006
465,0.006
466,0.994
467,0.994
468,0.006
469,0.994
470,0.994
471,0.006
472,0.994
473,0.994
474,0.994
475,0.994
476,0.006
477,0.006
478,0.006
479,0.994
480,0.994
481,0.994
482,0.994
483,0.994
484,0.006
485,0.994
486,0.994
487,0.006
488,0.006
489,0.9460165500640868
490,0.994
491,0.994
492,0.006
493,0.006
494,0.006
495,0.994
496,0.994
497,0.006
498,0.994
499,0.994
500,0.006
501,0.994
502,0.006
503,0.994
504,0.006
505,0.006
506,0.006
507,0.994
508,0.994
509,0.994
510,0.994
511,0.994
512,0.006
513,0.994
514,0.006
515,0.994
516,0.994
517,0.994
518,0.994
519,0.006
520,0.006
521,0.994
522,0.006
523,0.994
524,0.006
525,0.006
526,0.006
527,0.9159011840820312
528,0.994
529,0.006
530,0.006
531,0.994
