id,label
1,1.0
2,1.0
3,1.0
4,1.0
5,9.915469140198141e-11
6,1.0059669243445146e-11
7,4.308756668924872e-19
8,5.775926352723506e-18
9,7.669103130325539e-10
10,8.996632377879926e-14
11,5.4882012129331414e-11
12,1.0
13,1.1851811205891311e-14
14,4.593344371528474e-08
15,6.55407533800556e-11
16,1.7399061358336354e-11
17,0.9999980926513672
18,1.0
19,1.083691621682481e-12
20,4.115994003961454e-12
21,1.0
22,2.246741161171517e-11
23,1.0
24,1.0
25,3.4019265146566257e-16
26,1.0
27,1.0
28,1.8843521849224582e-13
29,0.16727322340011597
30,0.9999997615814209
31,1.0
32,0.01280648447573185
33,1.0
34,9.74371221863302e-16
35,2.985489631738133e-18
36,6.548438820277308e-15
37,7.337556257036582e-11
38,3.513816909423047e-14
39,0.9999995231628418
40,1.67689494848098e-17
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0891427568481612e-17
46,1.0
47,3.910083417282652e-17
48,1.0
49,1.0
50,1.7599909431318533e-13
51,2.0717892259083416e-15
52,1.932157988605618e-16
53,5.186037146595601e-14
54,6.590173719234205e-12
55,1.7892630736413007e-12
56,0.9999998807907104
57,1.0
58,1.666979051404829e-15
59,0.9999998807907104
60,9.719045834799545e-08
61,5.338977076738659e-14
62,0.9999996423721313
63,2.8096041727576713e-21
64,1.228747805726016e-07
65,1.0
66,1.0
67,1.0
68,1.0171784670725214e-15
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,5.011583934845e-14
76,1.0
77,1.0
78,1.0
79,1.0
80,4.61008141383612e-12
81,1.2390891868108156e-07
82,2.0050217183157498e-13
83,1.0
84,2.861097470052698e-10
85,1.0
86,0.9997468590736389
87,1.0
88,1.0
89,8.273203729893246e-15
90,7.677144510387368e-12
91,2.0254475874281752e-09
92,2.8367360543901654e-11
93,2.565609010641125e-15
94,1.0
95,1.0
96,1.9252504084509795e-15
97,1.0
98,1.0
99,1.2284500834578989e-15
100,1.8839486584263862e-14
101,6.61223417955302e-19
102,1.0
103,2.848182166460475e-14
104,8.342468856538232e-18
105,1.0
106,1.0
107,8.947743049650639e-17
108,2.971723188238684e-05
109,0.9999998807907104
110,1.0
111,1.0
112,1.0
113,1.0
114,1.5497035620905264e-13
115,1.2605419637788662e-13
116,1.2650246484829843e-16
117,2.03291836697872e-08
118,1.0
119,1.0
120,1.921842199270607e-11
121,3.1818603307698368e-09
